0	0	0	0	0	0
256	0	0	200	8	4
512	0	0	403	16	7
768	0	0	602	22	10
1024	0	0	799	30	14
1280	0	0	997	38	17
1536	0	0	1191	45	21
1792	0	0	1388	53	24
2048	0	0	1587	60	28
2303	0	0	1784	67	31
2559	0	0	1982	74	34
2815	0	0	2196	83	38
3071	0	0	2398	90	42
3327	0	0	2591	97	45
3583	0	0	2785	105	48
3839	0	0	2982	111	52
4095	0	0	3180	118	55
0	256	0	47	246	16
256	256	0	247	252	19
512	256	0	449	259	23
768	256	0	647	266	27
1024	256	0	845	272	29
1280	256	0	1041	279	33
1536	256	0	1237	286	37
1792	256	0	1435	293	40
2048	256	0	1633	300	44
2303	256	0	1830	307	47
2559	256	0	2032	313	50
2815	256	0	2244	320	54
3071	256	0	2446	327	57
3327	256	0	2636	334	61
3583	256	0	2831	341	64
3839	256	0	3030	348	67
4095	256	0	3228	354	71
0	512	0	94	486	32
256	512	0	295	493	35
512	512	0	497	499	39
768	512	0	695	506	42
1024	512	0	893	513	46
1280	512	0	1088	519	49
1536	512	0	1284	526	52
1792	512	0	1484	535	56
2048	512	0	1681	542	60
2303	512	0	1876	549	62
2559	512	0	2084	556	66
2815	512	0	2293	562	70
3071	512	0	2492	569	73
3327	512	0	2683	576	78
3583	512	0	2879	583	81
3839	512	0	3077	591	84
4095	512	0	3276	598	88
0	768	0	141	731	47
256	768	0	342	737	51
512	768	0	544	743	55
768	768	0	741	751	58
1024	768	0	938	757	62
1280	768	0	1134	765	65
1536	768	0	1332	771	68
1792	768	0	1529	778	72
2048	768	0	1727	785	74
2303	768	0	1924	792	79
2559	768	0	2134	799	83
2815	768	0	2340	807	86
3071	768	0	2538	813	90
3327	768	0	2728	820	93
3583	768	0	2926	827	96
3839	768	0	3124	835	100
4095	768	0	3322	842	104
0	1024	0	188	974	63
256	1024	0	391	980	67
512	1024	0	590	987	70
768	1024	0	788	995	74
1024	1024	0	984	1002	79
1280	1024	0	1180	1009	81
1536	1024	0	1379	1016	85
1792	1024	0	1576	1022	89
2048	1024	0	1774	1028	91
2303	1024	0	1971	1035	95
2559	1024	0	2184	1042	99
2815	1024	0	2388	1049	102
3071	1024	0	2583	1056	105
3327	1024	0	2775	1061	108
3583	1024	0	2973	1068	112
3839	1024	0	3172	1075	116
4095	1024	0	3369	1081	119
0	1280	0	235	1211	80
256	1280	0	438	1218	84
512	1280	0	636	1225	87
768	1280	0	833	1230	91
1024	1280	0	1031	1237	94
1280	1280	0	1226	1244	97
1536	1280	0	1424	1251	101
1792	1280	0	1623	1259	104
2048	1280	0	1821	1265	107
2303	1280	0	2021	1273	111
2559	1280	0	2235	1280	114
2815	1280	0	2436	1287	118
3071	1280	0	2627	1295	121
3327	1280	0	2822	1303	124
3583	1280	0	3020	1309	128
3839	1280	0	3217	1316	132
4095	1280	0	3417	1324	135
0	1536	0	282	1461	96
256	1536	0	484	1469	99
512	1536	0	682	1476	103
768	1536	0	879	1484	107
1024	1536	0	1075	1490	109
1280	1536	0	1272	1497	113
1536	1536	0	1471	1504	117
1792	1536	0	1669	1511	119
2048	1536	0	1867	1518	123
2303	1536	0	2072	1524	126
2559	1536	0	2281	1532	130
2815	1536	0	2483	1539	133
3071	1536	0	2673	1546	136
3327	1536	0	2868	1553	140
3583	1536	0	3067	1560	144
3839	1536	0	3265	1566	147
4095	1536	0	3462	1574	150
0	1792	0	329	1707	112
256	1792	0	530	1714	115
512	1792	0	728	1721	118
768	1792	0	925	1728	121
1024	1792	0	1121	1736	125
1280	1792	0	1319	1742	129
1536	1792	0	1518	1750	132
1792	1792	0	1715	1757	135
2048	1792	0	1913	1764	139
2303	1792	0	2122	1771	141
2559	1792	0	2329	1777	145
2815	1792	0	2527	1785	149
3071	1792	0	2718	1792	152
3327	1792	0	2915	1799	156
3583	1792	0	3113	1806	159
3839	1792	0	3311	1813	163
4095	1792	0	3507	1819	166
0	2048	0	375	1952	127
256	2048	0	577	1958	131
512	2048	0	774	1965	134
768	2048	0	971	1972	137
1024	2048	0	1168	1980	141
1280	2048	0	1366	1988	144
1536	2048	0	1564	1993	147
1792	2048	0	1762	2000	151
2048	2048	0	1959	2007	154
2303	2048	0	2172	2015	157
2559	2048	0	2377	2023	161
2815	2048	0	2571	2030	164
3071	2048	0	2763	2037	168
3327	2048	0	2962	2045	171
3583	2048	0	3160	2054	174
3839	2048	0	3358	2061	178
4095	2048	0	3553	2069	181
0	2303	0	424	2211	143
256	2303	0	623	2218	146
512	2303	0	821	2225	149
768	2303	0	1019	2233	153
1024	2303	0	1214	2242	156
1280	2303	0	1414	2250	159
1536	2303	0	1613	2257	163
1792	2303	0	1810	2264	167
2048	2303	0	2011	2271	170
2303	2303	0	2224	2278	173
2559	2303	0	2424	2285	175
2815	2303	0	2617	2293	179
3071	2303	0	2812	2299	183
3327	2303	0	3009	2306	186
3583	2303	0	3207	2313	190
3839	2303	0	3405	2319	193
4095	2303	0	3600	2326	195
0	2559	0	471	2457	158
256	2559	0	669	2464	161
512	2559	0	867	2470	164
768	2559	0	1064	2477	168
1024	2559	0	1260	2485	171
1280	2559	0	1459	2492	175
1536	2559	0	1658	2499	179
1792	2559	0	1856	2507	181
2048	2559	0	2061	2513	185
2303	2559	0	2270	2520	189
2559	2559	0	2472	2527	191
2815	2559	0	2662	2535	194
3071	2559	0	2858	2541	197
3327	2559	0	3056	2547	202
3583	2559	0	3253	2553	205
3839	2559	0	3452	2560	206
4095	2559	0	3645	2567	210
0	2815	0	517	2699	174
256	2815	0	717	2707	176
512	2815	0	913	2714	180
768	2815	0	1109	2721	183
1024	2815	0	1308	2728	187
1280	2815	0	1506	2734	190
1536	2815	0	1703	2741	193
1792	2815	0	1902	2748	196
2048	2815	0	2110	2755	200
2303	2815	0	2317	2761	203
2559	2815	0	2517	2768	207
2815	2815	0	2706	2775	210
3071	2815	0	2903	2782	213
3327	2815	0	3102	2788	217
3583	2815	0	3300	2794	220
3839	2815	0	3496	2801	221
4095	2815	0	3691	2810	221
0	3071	0	564	2942	188
256	3071	0	761	2949	191
512	3071	0	959	2958	195
768	3071	0	1160	2965	198
1024	3071	0	1357	2970	202
1280	3071	0	1554	2977	205
1536	3071	0	1751	2984	208
1792	3071	0	1949	2992	212
2048	3071	0	2160	3000	215
2303	3071	0	2365	3007	219
2559	3071	0	2561	3013	222
2815	3071	0	2753	3020	224
3071	3071	0	2949	3027	229
3327	3071	0	3148	3033	233
3583	3071	0	3347	3040	235
3839	3071	0	3542	3046	237
4095	3071	0	3737	3052	240
0	3327	0	610	3184	203
256	3327	0	808	3191	207
512	3327	0	1006	3198	210
768	3327	0	1207	3205	214
1024	3327	0	1404	3211	217
1280	3327	0	1601	3218	220
1536	3327	0	1798	3225	223
1792	3327	0	1998	3232	229
2048	3327	0	2211	3239	231
2303	3327	0	2413	3246	234
2559	3327	0	2605	3252	238
2815	3327	0	2799	3258	241
3071	3327	0	2998	3266	244
3327	3327	0	3195	3273	247
3583	3327	0	3392	3280	250
3839	3327	0	3589	3288	252
4095	3327	0	3783	3293	253
0	3583	0	656	3428	219
256	3583	0	855	3435	222
512	3583	0	1051	3442	225
768	3583	0	1248	3449	230
1024	3583	0	1448	3456	233
1280	3583	0	1646	3463	236
1536	3583	0	1843	3470	239
1792	3583	0	2048	3477	242
2048	3583	0	2258	3484	245
2303	3583	0	2459	3491	249
2559	3583	0	2649	3498	252
2815	3583	0	2845	3505	255
3071	3583	0	3043	3511	259
3327	3583	0	3242	3518	261
3583	3583	0	3440	3524	265
3839	3583	0	3633	3531	266
4095	3583	0	3828	3537	267
0	3839	0	702	3674	235
256	3839	0	899	3680	238
512	3839	0	1096	3687	240
768	3839	0	1294	3694	243
1024	3839	0	1493	3701	246
1280	3839	0	1691	3708	250
1536	3839	0	1888	3715	253
1792	3839	0	2096	3722	256
2048	3839	0	2305	3729	260
2303	3839	0	2505	3736	263
2559	3839	0	2694	3743	265
2815	3839	0	2891	3749	269
3071	3839	0	3089	3756	272
3327	3839	0	3288	3762	276
3583	3839	0	3486	3769	279
3839	3839	0	3679	3776	281
4095	3839	0	3874	3781	281
0	4095	0	747	3918	243
256	4095	0	944	3925	246
512	4095	0	1141	3931	249
768	4095	0	1340	3938	252
1024	4095	0	1538	3945	257
1280	4095	0	1735	3952	260
1536	4095	0	1935	3959	262
1792	4095	0	2145	3966	266
2048	4095	0	2350	3971	270
2303	4095	0	2547	3978	273
2559	4095	0	2738	3985	276
2815	4095	0	2936	3991	280
3071	4095	0	3136	3998	283
3327	4095	0	3333	4005	287
3583	4095	0	3529	4011	290
3839	4095	0	3724	4017	293
4095	4095	0	3918	4024	297
0	0	256	4	4	229
256	0	256	204	11	231
512	0	256	407	18	235
768	0	256	607	24	238
1024	0	256	805	31	241
1280	0	256	1003	39	245
1536	0	256	1199	46	247
1792	0	256	1397	54	251
2048	0	256	1597	62	254
2303	0	256	1792	68	257
2559	0	256	1990	77	260
2815	0	256	2205	84	263
3071	0	256	2406	92	267
3327	0	256	2600	99	270
3583	0	256	2793	107	273
3839	0	256	2991	113	276
4095	0	256	3188	121	280
0	256	256	50	251	244
256	256	256	252	258	246
512	256	256	454	265	249
768	256	256	653	272	251
1024	256	256	852	278	255
1280	256	256	1049	285	259
1536	256	256	1245	292	261
1792	256	256	1444	299	265
2048	256	256	1642	306	268
2303	256	256	1838	313	271
2559	256	256	2041	318	274
2815	256	256	2253	325	277
3071	256	256	2454	332	281
3327	256	256	2645	340	285
3583	256	256	2840	347	287
3839	256	256	3038	354	290
4095	256	256	3236	360	294
0	512	256	98	492	258
256	512	256	301	499	261
512	512	256	503	506	263
768	512	256	700	513	267
1024	512	256	899	520	270
1280	512	256	1095	526	273
1536	512	256	1293	534	276
1792	512	256	1492	541	279
2048	512	256	1689	548	282
2303	512	256	1885	555	286
2559	512	256	2093	563	289
2815	512	256	2301	569	292
3071	512	256	2500	576	296
3327	512	256	2691	583	298
3583	512	256	2888	590	301
3839	512	256	3085	597	305
4095	512	256	3284	604	308
0	768	256	145	739	272
256	768	256	347	744	276
512	768	256	550	750	278
768	768	256	748	757	282
1024	768	256	945	765	284
1280	768	256	1143	772	288
1536	768	256	1339	778	291
1792	768	256	1537	786	294
2048	768	256	1736	793	297
2303	768	256	1933	800	301
2559	768	256	2142	807	304
2815	768	256	2349	814	307
3071	768	256	2546	820	310
3327	768	256	2736	827	313
3583	768	256	2934	835	317
3839	768	256	3133	842	320
4095	768	256	3330	849	323
0	1024	256	192	982	287
256	1024	256	395	989	290
512	1024	256	595	995	293
768	1024	256	793	1002	297
1024	1024	256	992	1010	299
1280	1024	256	1187	1017	303
1536	1024	256	1386	1024	306
1792	1024	256	1583	1029	309
2048	1024	256	1781	1036	312
2303	1024	256	1979	1043	315
2559	1024	256	2192	1050	318
2815	1024	256	2396	1057	322
3071	1024	256	2591	1064	324
3327	1024	256	2783	1070	328
3583	1024	256	2981	1076	332
3839	1024	256	3179	1083	334
4095	1024	256	3377	1090	338
0	1280	256	239	1219	302
256	1280	256	443	1226	305
512	1280	256	642	1232	308
768	1280	256	840	1238	311
1024	1280	256	1038	1245	314
1280	1280	256	1233	1253	318
1536	1280	256	1432	1260	320
1792	1280	256	1631	1267	323
2048	1280	256	1828	1273	327
2303	1280	256	2029	1281	329
2559	1280	256	2243	1290	333
2815	1280	256	2444	1297	337
